season,jornada,team_name,goalsInFavor,goalsAgainst,result,points
2009-10,1,Real Madrid CF,3,2,WIN,3
2009-10,1,Real Zaragoza,1,0,WIN,3
2009-10,1,UD Almería,0,0,DRAW,1
2009-10,1,Athletic Club Bilbao,1,0,WIN,3
2009-10,1,Málaga CF,3,0,WIN,3
2009-10,1,RCD Mallorca,2,0,WIN,3
2009-10,1,CA Osasuna,1,1,DRAW,1
2009-10,1,Real Racing Santander,1,4,LOST,0
2009-10,1,Valencia CF,2,0,WIN,3
2009-10,1,FC Barcelona,3,0,WIN,3
2009-10,2,Atlético Madrid,1,1,DRAW,1
2009-10,2,RCD Español,0,3,LOST,0
2009-10,2,Getafe CF,0,2,LOST,0
2009-10,2,Sevilla FC,4,1,WIN,3
2009-10,2,RCD La Coruña,1,0,WIN,3
2009-10,2,Sporting Gijón,1,0,WIN,3
2009-10,2,CD Tenerife,2,1,WIN,3
2009-10,2,Real Valladolid CF,2,4,LOST,0
2009-10,2,Villarreal CF,1,1,DRAW,1
2009-10,2,Xerez CD,0,1,LOST,0
2009-10,3,FC Barcelona,5,2,WIN,3
2009-10,3,RCD La Coruña,2,3,LOST,0
2009-10,3,Málaga CF,1,2,LOST,0
2009-10,3,RCD Mallorca,4,0,WIN,3
2009-10,3,CA Osasuna,0,2,LOST,0
2009-10,3,UD Almería,1,0,WIN,3
2009-10,3,Athletic Club Bilbao,3,2,WIN,3
2009-10,3,Real Madrid CF,5,0,WIN,3
2009-10,3,Valencia CF,2,2,DRAW,1
2009-10,3,Real Zaragoza,1,2,LOST,0
2009-10,4,Real Racing Santander,1,4,LOST,0
2009-10,4,Sevilla FC,2,0,WIN,3
2009-10,4,Atlético Madrid,2,2,DRAW,1
2009-10,4,RCD Español,2,1,WIN,3
2009-10,4,Getafe CF,3,1,WIN,3
2009-10,4,CD Tenerife,1,0,WIN,3
2009-10,4,Real Valladolid CF,1,2,LOST,0
2009-10,4,Villarreal CF,0,2,LOST,0
2009-10,4,Xerez CD,0,3,LOST,0
2009-10,4,Sporting Gijón,1,1,DRAW,1
2009-10,5,Athletic Club Bilbao,0,4,LOST,0
2009-10,5,Málaga CF,0,2,LOST,0
2009-10,5,Real Madrid CF,3,0,WIN,3
2009-10,5,Valencia CF,2,2,DRAW,1
2009-10,5,UD Almería,2,2,DRAW,1
2009-10,5,RCD Español,0,0,DRAW,1
2009-10,5,RCD La Coruña,1,0,WIN,3
2009-10,5,RCD Mallorca,3,0,WIN,3
2009-10,5,CA Osasuna,1,0,WIN,3
2009-10,5,Real Zaragoza,3,0,WIN,3
2009-10,6,Atlético Madrid,2,1,WIN,3
2009-10,6,FC Barcelona,1,0,WIN,3
2009-10,6,CD Tenerife,0,1,LOST,0
2009-10,6,Getafe CF,2,1,WIN,3
2009-10,6,Real Racing Santander,0,1,LOST,0
2009-10,6,Sevilla FC,2,1,WIN,3
2009-10,6,Sporting Gijón,4,1,WIN,3
2009-10,6,Real Valladolid CF,2,2,DRAW,1
2009-10,6,Villarreal CF,0,0,DRAW,1
2009-10,6,Xerez CD,1,1,DRAW,1
2009-10,7,RCD La Coruña,1,0,WIN,3
2009-10,7,Real Madrid CF,4,2,WIN,3
2009-10,7,Valencia CF,0,0,DRAW,1
2009-10,7,Athletic Club Bilbao,1,2,LOST,0
2009-10,7,Málaga CF,1,2,LOST,0
2009-10,7,RCD Mallorca,3,1,WIN,3
2009-10,7,CA Osasuna,3,0,WIN,3
2009-10,7,Xerez CD,2,1,WIN,3
2009-10,7,Real Zaragoza,2,2,DRAW,1
2009-10,8,Atlético Madrid,1,1,DRAW,1
2009-10,8,Sevilla FC,0,0,DRAW,1
2009-10,8,Sporting Gijón,0,0,DRAW,1
2009-10,8,UD Almería,0,3,LOST,0
2009-10,8,FC Barcelona,6,1,WIN,3
2009-10,8,Getafe CF,2,0,WIN,3
2009-10,8,Real Racing Santander,1,1,DRAW,1
2009-10,8,CD Tenerife,1,0,WIN,3
2009-10,8,Real Valladolid CF,4,0,WIN,3
2009-10,8,Villarreal CF,2,1,WIN,3
2009-10,9,Athletic Club Bilbao,1,0,WIN,3
2009-10,9,CA Osasuna,1,1,DRAW,1
2009-10,9,Real Madrid CF,2,0,WIN,3
2009-10,9,Xerez CD,0,2,LOST,0
2009-10,9,RCD Español,1,1,DRAW,1
2009-10,9,RCD La Coruña,1,1,DRAW,1
2009-10,9,Málaga CF,0,1,LOST,0
2009-10,9,RCD Mallorca,1,0,WIN,3
2009-10,9,Villarreal CF,5,0,WIN,3
2009-10,9,Real Zaragoza,2,1,WIN,3
2009-10,10,Atlético Madrid,2,3,LOST,0
2009-10,10,FC Barcelona,4,2,WIN,3
2009-10,10,Getafe CF,0,2,LOST,0
2009-10,10,CD Tenerife,2,2,DRAW,1
2009-10,10,UD Almería,2,0,WIN,3
2009-10,10,Real Racing Santander,0,2,LOST,0
2009-10,10,Sevilla FC,3,2,WIN,3
2009-10,10,Sporting Gijón,1,0,WIN,3
2009-10,10,Valencia CF,3,1,WIN,3
2009-10,10,Real Valladolid CF,0,0,DRAW,1
2009-10,11,Athletic Club Bilbao,1,1,DRAW,1
2009-10,11,RCD La Coruña,2,1,WIN,3
2009-10,11,Real Madrid CF,1,0,WIN,3
2009-10,11,CD Tenerife,1,2,LOST,0
2009-10,11,RCD Español,0,2,LOST,0
2009-10,11,Málaga CF,1,1,DRAW,1
2009-10,11,RCD Mallorca,3,1,WIN,3
2009-10,11,CA Osasuna,1,3,LOST,0
2009-10,11,Villarreal CF,3,1,WIN,3
2009-10,11,Xerez CD,0,0,DRAW,1
2009-10,12,Sevilla FC,2,2,DRAW,1
2009-10,12,Sporting Gijón,1,0,WIN,3
2009-10,12,Valencia CF,1,1,DRAW,1
2009-10,12,UD Almería,1,4,LOST,0
2009-10,12,Atlético Madrid,4,0,WIN,3
2009-10,12,FC Barcelona,1,0,WIN,3
2009-10,12,Getafe CF,5,1,WIN,3
2009-10,12,Real Racing Santander,0,1,LOST,0
2009-10,12,Real Valladolid CF,3,3,DRAW,1
2009-10,12,Real Zaragoza,0,1,LOST,0
2009-10,13,Xerez CD,0,2,LOST,0
2009-10,13,RCD La Coruña,1,3,LOST,0
2009-10,13,Real Madrid CF,4,2,WIN,3
2009-10,13,Sevilla FC,1,1,DRAW,1
2009-10,14,Xerez CD,0,2,LOST,0
2009-10,13,Athletic Club Bilbao,1,2,LOST,0
2009-10,13,RCD Español,0,4,LOST,0
2009-10,13,Málaga CF,1,1,DRAW,1
2009-10,13,RCD Mallorca,4,1,WIN,3
2009-10,13,CD Tenerife,2,1,WIN,3
2009-10,13,Villarreal CF,3,2,WIN,3
2009-10,15,FC Barcelona,1,0,WIN,3
2009-10,14,Valencia CF,2,3,LOST,0
2009-10,14,Real Zaragoza,1,2,LOST,0
2009-10,14,UD Almería,1,1,DRAW,1
2009-10,14,Atlético Madrid,1,2,LOST,0
2009-10,14,Getafe CF,2,1,WIN,3
2009-10,14,CA Osasuna,0,1,LOST,0
2009-10,14,Real Racing Santander,3,2,WIN,3
2009-10,14,Sporting Gijón,0,1,LOST,0
2009-10,14,Real Valladolid CF,1,1,DRAW,1
2009-10,15,Athletic Club Bilbao,2,0,WIN,3
2009-10,15,Real Madrid CF,6,0,WIN,3
2009-10,15,Sevilla FC,1,2,LOST,0
2009-10,15,RCD Español,2,0,WIN,3
2009-10,15,RCD La Coruña,0,0,DRAW,1
2009-10,15,Málaga CF,2,1,WIN,3
2009-10,15,CD Tenerife,1,1,DRAW,1
2009-10,15,Real Valladolid CF,2,1,WIN,3
2009-10,15,Villarreal CF,2,0,WIN,3
2009-10,16,Atlético Madrid,2,1,WIN,3
2009-10,16,FC Barcelona,1,1,DRAW,1
2009-10,16,Valencia CF,1,0,WIN,3
2009-10,16,UD Almería,1,0,WIN,3
2009-10,16,Getafe CF,1,0,WIN,3
2009-10,16,RCD Mallorca,2,0,WIN,3
2009-10,16,CA Osasuna,0,0,DRAW,1
2009-10,16,Real Racing Santander,2,0,WIN,3
2009-10,16,Sporting Gijón,2,2,DRAW,1
2009-10,16,Real Zaragoza,0,0,DRAW,1
2009-10,17,Sevilla FC,1,2,LOST,0
2009-10,17,Real Valladolid CF,0,4,LOST,0
2009-10,17,Villarreal CF,1,1,DRAW,1
2009-10,17,RCD Español,2,1,WIN,3
2009-10,17,RCD La Coruña,1,0,WIN,3
2009-10,17,Málaga CF,1,1,DRAW,1
2009-10,17,Real Madrid CF,2,0,WIN,3
2009-10,17,Sporting Gijón,1,0,WIN,3
2009-10,17,CD Tenerife,0,5,LOST,0
2009-10,17,Xerez CD,1,3,LOST,0
2009-10,18,Athletic Club Bilbao,1,0,WIN,3
2009-10,18,FC Barcelona,4,0,WIN,3
2009-10,18,CA Osasuna,2,0,WIN,3
2009-10,18,UD Almería,1,1,DRAW,1
2009-10,18,Atlético Madrid,3,2,WIN,3
2009-10,18,Málaga CF,1,0,WIN,3
2009-10,18,RCD Mallorca,2,0,WIN,3
2009-10,18,Real Racing Santander,1,1,DRAW,1
2009-10,18,Valencia CF,4,1,WIN,3
2009-10,18,Real Zaragoza,0,0,DRAW,1
2009-10,19,RCD La Coruña,3,1,WIN,3
2009-10,19,Sevilla FC,1,0,WIN,3
2009-10,19,Real Valladolid CF,0,3,LOST,0
2009-10,19,RCD Español,1,1,DRAW,1
2009-10,19,Getafe CF,1,0,WIN,3
2009-10,19,Real Madrid CF,2,0,WIN,3
2009-10,19,Sporting Gijón,0,1,LOST,0
2009-10,19,CD Tenerife,0,0,DRAW,1
2009-10,19,Villarreal CF,4,2,WIN,3
2009-10,19,Xerez CD,1,2,LOST,0
2009-10,20,RCD Español,1,0,WIN,3
2009-10,20,RCD La Coruña,1,3,LOST,0
2009-10,20,Sporting Gijón,0,1,LOST,0
2009-10,20,Atlético Madrid,0,2,LOST,0
2009-10,20,Getafe CF,0,0,DRAW,1
2009-10,20,Sevilla FC,2,1,WIN,3
2009-10,20,CD Tenerife,1,3,LOST,0
2009-10,20,Real Valladolid CF,1,1,DRAW,1
2009-10,20,Villarreal CF,0,2,LOST,0
2009-10,20,Xerez CD,2,1,WIN,3
2009-10,21,FC Barcelona,2,1,WIN,3
2009-10,21,Real Madrid CF,3,0,WIN,3
2009-10,21,Valencia CF,2,0,WIN,3
2009-10,21,Athletic Club Bilbao,3,2,WIN,3
2009-10,21,Málaga CF,0,0,DRAW,1
2009-10,21,RCD Mallorca,1,0,WIN,3
2009-10,21,CA Osasuna,1,0,WIN,3
2009-10,21,Real Racing Santander,1,1,DRAW,1
2009-10,21,Real Zaragoza,2,1,WIN,3
2009-10,22,Sporting Gijón,1,1,DRAW,1
2009-10,22,Villarreal CF,2,1,WIN,3
2009-10,22,Xerez CD,0,3,LOST,0
2009-10,22,Atlético Madrid,2,1,WIN,3
2009-10,22,RCD Español,2,0,WIN,3
2009-10,22,Getafe CF,2,2,DRAW,1
2009-10,22,Real Racing Santander,0,3,LOST,0
2009-10,22,Sevilla FC,1,0,WIN,3
2009-10,22,Real Valladolid CF,1,1,DRAW,1
2009-10,22,CD Tenerife,1,0,WIN,3
2009-10,23,FC Barcelona,4,0,WIN,3
2009-10,23,RCD La Coruña,2,1,WIN,3
2009-10,23,RCD Mallorca,1,3,LOST,0
2009-10,23,UD Almería,1,0,WIN,3
2009-10,23,Athletic Club Bilbao,4,1,WIN,3
2009-10,23,Málaga CF,2,1,WIN,3
2009-10,23,CA Osasuna,1,1,DRAW,1
2009-10,23,Real Madrid CF,6,2,WIN,3
2009-10,23,Real Zaragoza,1,3,LOST,0
2009-10,23,Valencia CF,2,1,WIN,3
2009-10,24,FC Barcelona,2,1,WIN,3
2009-10,24,Getafe CF,0,2,LOST,0
2009-10,24,CD Tenerife,1,5,LOST,0
2009-10,24,Atlético Madrid,4,1,WIN,3
2009-10,24,Real Racing Santander,0,2,LOST,0
2009-10,24,Sevilla FC,0,0,DRAW,1
2009-10,24,Sporting Gijón,3,2,WIN,3
2009-10,24,Real Valladolid CF,1,2,LOST,0
2009-10,24,Villarreal CF,1,0,WIN,3
2009-10,24,Xerez CD,1,1,DRAW,1
2009-10,25,UD Almería,2,2,DRAW,1
2009-10,25,RCD La Coruña,3,1,WIN,3
2009-10,25,Real Madrid CF,3,2,WIN,3
2009-10,25,Athletic Club Bilbao,2,0,WIN,3
2009-10,25,RCD Español,0,0,DRAW,1
2009-10,25,Málaga CF,2,4,LOST,0
2009-10,25,RCD Mallorca,3,0,WIN,3
2009-10,25,CA Osasuna,0,0,DRAW,1
2009-10,25,Real Zaragoza,1,1,DRAW,1
2009-10,25,Valencia CF,0,0,DRAW,1
2009-10,26,Getafe CF,3,0,WIN,3
2009-10,26,Sevilla FC,1,1,DRAW,1
2009-10,26,Sporting Gijón,0,0,DRAW,1
2009-10,26,UD Almería,1,0,WIN,3
2009-10,26,FC Barcelona,3,0,WIN,3
2009-10,26,Real Racing Santander,0,0,DRAW,1
2009-10,26,CD Tenerife,4,1,WIN,3
2009-10,26,Real Valladolid CF,1,4,LOST,0
2009-10,26,Villarreal CF,2,0,WIN,3
2009-10,26,Atlético Madrid,1,0,WIN,3
2009-10,27,Athletic Club Bilbao,2,2,DRAW,1
2009-10,27,RCD Español,2,0,WIN,3
2009-10,27,RCD La Coruña,0,2,LOST,0
2009-10,27,Real Madrid CF,3,1,WIN,3
2009-10,27,Xerez CD,2,1,WIN,3
2009-10,27,Málaga CF,2,0,WIN,3
2009-10,27,RCD Mallorca,4,1,WIN,3
2009-10,27,CA Osasuna,1,3,LOST,0
2009-10,27,Valencia CF,2,0,WIN,3
2009-10,27,Real Zaragoza,2,4,LOST,0
2009-10,28,Sevilla FC,1,1,DRAW,1
2009-10,28,Sporting Gijón,2,1,WIN,3
2009-10,28,UD Almería,1,0,WIN,3
2009-10,28,FC Barcelona,2,0,WIN,3
2009-10,28,Real Racing Santander,0,0,DRAW,1
2009-10,28,CD Tenerife,2,2,DRAW,1
2009-10,28,Valencia CF,1,0,WIN,3
2009-10,28,Real Valladolid CF,0,0,DRAW,1
2009-10,28,Atlético Madrid,2,0,WIN,3
2009-10,28,Getafe CF,2,4,LOST,0
2009-10,29,Málaga CF,1,1,DRAW,1
2009-10,29,RCD Mallorca,0,1,LOST,0
2009-10,29,Real Zaragoza,3,0,WIN,3
2009-10,29,RCD Español,0,0,DRAW,1
2009-10,29,RCD La Coruña,1,3,LOST,0
2009-10,29,CA Osasuna,1,0,WIN,3
2009-10,29,Real Madrid CF,3,2,WIN,3
2009-10,29,Villarreal CF,3,0,WIN,3
2009-10,29,Xerez CD,3,0,WIN,3
2009-10,29,Athletic Club Bilbao,4,3,WIN,3
2009-10,30,FC Barcelona,4,1,WIN,3
2009-10,30,Sevilla FC,3,0,WIN,3
2009-10,30,Real Zaragoza,2,0,WIN,3
2009-10,30,UD Almería,1,1,DRAW,1
2009-10,30,Atlético Madrid,3,0,WIN,3
2009-10,30,Getafe CF,1,1,DRAW,1
2009-10,30,Real Racing Santander,0,2,LOST,0
2009-10,30,Sporting Gijón,2,2,DRAW,1
2009-10,30,Valencia CF,3,0,WIN,3
2009-10,30,Real Valladolid CF,0,2,LOST,0
2009-10,31,Málaga CF,1,2,LOST,0
2009-10,31,Real Madrid CF,0,2,LOST,0
2009-10,31,CD Tenerife,0,0,DRAW,1
2009-10,31,Villarreal CF,1,0,WIN,3
2009-10,31,Xerez CD,0,1,LOST,0
2009-10,31,Athletic Club Bilbao,4,1,WIN,3
2009-10,31,RCD Español,3,0,WIN,3
2009-10,31,RCD La Coruña,1,1,DRAW,1
2009-10,31,RCD Mallorca,3,2,WIN,3
2009-10,31,CA Osasuna,2,0,WIN,3
2009-10,32,Getafe CF,3,0,WIN,3
2009-10,32,Sporting Gijón,0,2,LOST,0
2009-10,32,Real Valladolid CF,2,1,WIN,3
2009-10,32,Atlético Madrid,1,2,LOST,0
2009-10,32,FC Barcelona,3,0,WIN,3
2009-10,32,CA Osasuna,2,2,DRAW,1
2009-10,32,Real Racing Santander,3,1,WIN,3
2009-10,32,Real Zaragoza,1,1,DRAW,1
2009-10,32,UD Almería,1,2,LOST,0
2009-10,32,Valencia CF,2,0,WIN,3
2009-10,33,RCD Español,0,0,DRAW,1
2009-10,33,Sevilla FC,3,0,WIN,3
2009-10,33,Villarreal CF,2,1,WIN,3
2009-10,33,Athletic Club Bilbao,0,0,DRAW,1
2009-10,33,RCD La Coruña,0,0,DRAW,1
2009-10,33,Málaga CF,0,0,DRAW,1
2009-10,33,Real Madrid CF,2,0,WIN,3
2009-10,33,CD Tenerife,3,2,WIN,3
2009-10,33,Xerez CD,2,2,DRAW,1
2009-10,33,RCD Mallorca,2,0,WIN,3
2009-10,34,FC Barcelona,3,1,WIN,3
2009-10,34,Valencia CF,1,0,WIN,3
2009-10,34,Real Zaragoza,1,2,LOST,0
2009-10,34,UD Almería,0,1,LOST,0
2009-10,34,Atlético Madrid,3,1,WIN,3
2009-10,34,Getafe CF,4,3,WIN,3
2009-10,34,RCD Mallorca,1,1,DRAW,1
2009-10,34,Real Racing Santander,1,2,LOST,0
2009-10,34,Sporting Gijón,0,2,LOST,0
2009-10,34,CA Osasuna,0,0,DRAW,1
2009-10,35,RCD Español,0,2,LOST,0
2009-10,35,Málaga CF,1,1,DRAW,1
2009-10,35,CD Tenerife,2,1,WIN,3
2009-10,35,Real Valladolid CF,0,0,DRAW,1
2009-10,35,Villarreal CF,1,4,LOST,0
2009-10,35,Xerez CD,2,1,WIN,3
2009-10,35,Athletic Club Bilbao,1,3,LOST,0
2009-10,35,Real Madrid CF,3,2,WIN,3
2009-10,35,Sevilla FC,3,1,WIN,3
2009-10,36,UD Almería,4,2,WIN,3
2009-10,36,FC Barcelona,4,1,WIN,3
2009-10,36,Getafe CF,1,1,DRAW,1
2009-10,36,Valencia CF,3,1,WIN,3
2009-10,36,Athletic Club Bilbao,1,1,DRAW,1
2009-10,36,Atlético Madrid,3,1,WIN,3
2009-10,36,RCD Mallorca,1,4,LOST,0
2009-10,36,CA Osasuna,3,1,WIN,3
2009-10,36,Real Racing Santander,1,5,LOST,0
2009-10,36,Real Zaragoza,1,0,WIN,3
2009-10,37,RCD Español,2,1,WIN,3
2009-10,37,Getafe CF,2,1,WIN,3
2009-10,37,RCD La Coruña,1,0,WIN,3
2009-10,37,Real Madrid CF,5,1,WIN,3
2009-10,37,Sevilla FC,2,3,LOST,0
2009-10,37,Sporting Gijón,1,1,DRAW,1
2009-10,37,CD Tenerife,2,2,DRAW,1
2009-10,37,Real Valladolid CF,2,1,WIN,3
2009-10,37,Villarreal CF,2,0,WIN,3
2009-10,37,Xerez CD,3,2,WIN,3
2009-10,38,UD Almería,2,3,LOST,0
2009-10,38,Athletic Club Bilbao,2,0,WIN,3
2009-10,38,Atlético Madrid,0,3,LOST,0
2009-10,38,RCD Mallorca,2,0,WIN,3
2009-10,38,Real Zaragoza,3,3,DRAW,1
2009-10,38,FC Barcelona,4,0,WIN,3
2009-10,38,Málaga CF,1,1,DRAW,1
2009-10,38,CA Osasuna,1,1,DRAW,1
2009-10,38,Real Racing Santander,2,0,WIN,3
2009-10,38,Valencia CF,1,0,WIN,3
2009-10,1,RCD La Coruña,2,3,LOST,0
2009-10,1,CD Tenerife,0,1,LOST,0
2009-10,1,Real Valladolid CF,0,0,DRAW,1
2009-10,1,RCD Español,0,1,LOST,0
2009-10,1,Atlético Madrid,0,3,LOST,0
2009-10,1,Xerez CD,0,2,LOST,0
2009-10,1,Villarreal CF,1,1,DRAW,1
2009-10,1,Getafe CF,4,1,WIN,3
2009-10,1,Sevilla FC,0,2,LOST,0
2009-10,1,Sporting Gijón,0,3,LOST,0
2009-10,2,Real Racing Santander,1,1,DRAW,1
2009-10,2,Real Madrid CF,3,0,WIN,3
2009-10,2,FC Barcelona,2,0,WIN,3
2009-10,2,Real Zaragoza,1,4,LOST,0
2009-10,2,Málaga CF,0,1,LOST,0
2009-10,2,UD Almería,0,1,LOST,0
2009-10,2,CA Osasuna,1,2,LOST,0
2009-10,2,Valencia CF,4,2,WIN,3
2009-10,2,RCD Mallorca,1,1,DRAW,1
2009-10,2,Athletic Club Bilbao,1,0,WIN,3
2009-10,3,Atlético Madrid,2,5,LOST,0
2009-10,3,RCD Español,3,2,WIN,3
2009-10,3,Real Racing Santander,2,1,WIN,3
2009-10,3,CD Tenerife,0,4,LOST,0
2009-10,3,Sevilla FC,2,0,WIN,3
2009-10,3,Getafe CF,0,1,LOST,0
2009-10,3,Villarreal CF,2,3,LOST,0
2009-10,3,Xerez CD,0,5,LOST,0
2009-10,3,Sporting Gijón,2,2,DRAW,1
2009-10,3,Real Valladolid CF,2,1,WIN,3
2009-10,4,FC Barcelona,4,1,WIN,3
2009-10,4,RCD Mallorca,0,2,LOST,0
2009-10,4,UD Almería,2,2,DRAW,1
2009-10,4,Málaga CF,1,2,LOST,0
2009-10,4,Valencia CF,1,3,LOST,0
2009-10,4,Athletic Club Bilbao,0,1,LOST,0
2009-10,4,CA Osasuna,2,1,WIN,3
2009-10,4,Real Madrid CF,2,0,WIN,3
2009-10,4,RCD La Coruña,3,0,WIN,3
2009-10,4,Real Zaragoza,1,1,DRAW,1
2009-10,5,Sevilla FC,4,0,WIN,3
2009-10,5,FC Barcelona,2,0,WIN,3
2009-10,5,CD Tenerife,0,3,LOST,0
2009-10,5,Atlético Madrid,2,2,DRAW,1
2009-10,5,Real Racing Santander,2,2,DRAW,1
2009-10,5,Xerez CD,0,0,DRAW,1
2009-10,5,Villarreal CF,0,1,LOST,0
2009-10,5,Real Valladolid CF,0,3,LOST,0
2009-10,5,Sporting Gijón,0,1,LOST,0
2009-10,5,Getafe CF,0,3,LOST,0
2009-10,6,Real Zaragoza,1,2,LOST,0
2009-10,6,UD Almería,0,1,LOST,0
2009-10,6,RCD La Coruña,1,0,WIN,3
2009-10,6,CA Osasuna,1,2,LOST,0
2009-10,6,Valencia CF,1,0,WIN,3
2009-10,6,Real Madrid CF,1,2,LOST,0
2009-10,6,RCD Mallorca,1,4,LOST,0
2009-10,6,Athletic Club Bilbao,2,2,DRAW,1
2009-10,6,RCD Español,0,0,DRAW,1
2009-10,6,Málaga CF,1,1,DRAW,1
2009-10,7,Sevilla FC,0,1,LOST,0
2009-10,7,Real Valladolid CF,2,4,LOST,0
2009-10,7,FC Barcelona,0,0,DRAW,1
2009-10,7,Sporting Gijón,2,1,WIN,3
2009-10,7,CD Tenerife,1,2,LOST,0
2009-10,7,UD Almería,2,1,WIN,3
2009-10,7,Getafe CF,1,3,LOST,0
2009-10,7,Atlético Madrid,0,3,LOST,0
2009-10,7,Villarreal CF,1,2,LOST,0
2009-10,7,Real Racing Santander,2,2,DRAW,1
2009-10,8,RCD Mallorca,1,1,DRAW,1
2009-10,8,RCD Español,0,0,DRAW,1
2009-10,8,Real Madrid CF,0,0,DRAW,1
2009-10,8,Valencia CF,3,0,WIN,3
2009-10,8,Real Zaragoza,1,6,LOST,0
2009-10,8,Athletic Club Bilbao,0,2,LOST,0
2009-10,8,CA Osasuna,1,1,DRAW,1
2009-10,8,Xerez CD,0,1,LOST,0
2009-10,8,RCD La Coruña,0,4,LOST,0
2009-10,8,Málaga CF,1,2,LOST,0
2009-10,9,Atlético Madrid,0,1,LOST,0
2009-10,9,FC Barcelona,1,1,DRAW,1
2009-10,9,Getafe CF,0,2,LOST,0
2009-10,9,Sevilla FC,2,0,WIN,3
2009-10,9,Real Valladolid CF,1,1,DRAW,1
2009-10,9,Sporting Gijón,1,1,DRAW,1
2009-10,9,Valencia CF,1,0,WIN,3
2009-10,9,Real Racing Santander,0,1,LOST,0
2009-10,9,CD Tenerife,0,5,LOST,0
2009-10,9,UD Almería,1,2,LOST,0
2009-10,10,Real Madrid CF,3,2,WIN,3
2009-10,10,RCD Mallorca,2,4,LOST,0
2009-10,10,RCD La Coruña,2,0,WIN,3
2009-10,10,Málaga CF,2,2,DRAW,1
2009-10,10,CA Osasuna,0,2,LOST,0
2009-10,10,Athletic Club Bilbao,2,0,WIN,3
2009-10,10,Villarreal CF,2,3,LOST,0
2009-10,10,RCD Español,0,1,LOST,0
2009-10,10,Real Zaragoza,1,3,LOST,0
2008-09,1,RCD Español,1,0,WIN,3
2008-09,1,Valencia CF,3,0,WIN,3
2008-09,1,Athletic Club Bilbao,1,3,LOST,0
2008-09,1,Atlético Madrid,4,0,WIN,3
2008-09,1,Real Betis,0,1,LOST,0
2008-09,1,RCD La Coruña,2,1,WIN,3
2008-09,1,CD Numancia,1,0,WIN,3
2008-09,1,CA Osasuna,1,1,DRAW,1
2008-09,1,Real Racing Santander,1,1,DRAW,1
2008-09,1,Sporting Gijón,1,2,LOST,0
2008-09,2,FC Barcelona,1,1,DRAW,1
2008-09,2,Real Valladolid CF,2,1,WIN,3
2008-09,2,UD Almería,2,2,DRAW,1
2008-09,2,Getafe CF,0,0,DRAW,1
2008-09,2,Málaga CF,0,0,DRAW,1
2008-09,2,RCD Mallorca,1,1,DRAW,1
2008-09,2,Real Madrid CF,4,3,WIN,3
2008-09,2,Recreativo Huelva,0,1,LOST,0
2008-09,2,Sevilla FC,4,3,WIN,3
2008-09,2,Villarreal CF,1,0,WIN,3
2008-09,3,Atlético Madrid,4,0,WIN,3
2008-09,3,RCD Español,1,1,DRAW,1
2008-09,3,UD Almería,1,0,WIN,3
2008-09,3,Athletic Club Bilbao,2,0,WIN,3
2008-09,3,Real Betis,0,0,DRAW,1
2008-09,3,RCD La Coruña,0,0,DRAW,1
2008-09,3,CD Numancia,1,2,LOST,0
2008-09,3,Real Racing Santander,0,2,LOST,0
2008-09,3,Sporting Gijón,1,6,LOST,0
2008-09,3,Valencia CF,1,0,WIN,3
2008-09,4,FC Barcelona,3,2,WIN,3
2008-09,4,Getafe CF,1,2,LOST,0
2008-09,4,CA Osasuna,0,0,DRAW,1
2008-09,4,Real Madrid CF,7,1,WIN,3
2008-09,4,Sevilla FC,2,0,WIN,3
2008-09,4,Villarreal CF,2,0,WIN,3
2008-09,4,Málaga CF,0,2,LOST,0
2008-09,4,RCD Mallorca,2,0,WIN,3
2008-09,4,Recreativo Huelva,1,1,DRAW,1
2008-09,4,Real Valladolid CF,2,0,WIN,3
2008-09,5,Real Betis,1,2,LOST,0
2008-09,5,RCD Español,1,2,LOST,0
2008-09,5,Sporting Gijón,0,1,LOST,0
2008-09,5,UD Almería,1,0,WIN,3
2008-09,5,Athletic Club Bilbao,0,1,LOST,0
2008-09,5,Atlético Madrid,0,1,LOST,0
2008-09,5,Málaga CF,2,1,WIN,3
2008-09,5,CD Numancia,0,0,DRAW,1
2008-09,5,Real Racing Santander,1,2,LOST,0
2008-09,5,Valencia CF,4,2,WIN,3
2008-09,6,FC Barcelona,6,1,WIN,3
2008-09,6,Villarreal CF,2,1,WIN,3
2008-09,6,Getafe CF,2,2,DRAW,1
2008-09,6,RCD La Coruña,1,0,WIN,3
2008-09,6,RCD Mallorca,0,2,LOST,0
2008-09,6,CA Osasuna,0,1,LOST,0
2008-09,6,Real Madrid CF,2,2,DRAW,1
2008-09,6,Recreativo Huelva,0,4,LOST,0
2008-09,6,Sevilla FC,4,0,WIN,3
2008-09,6,Real Valladolid CF,0,1,LOST,0
2008-09,7,Atlético Madrid,1,2,LOST,0
2008-09,7,RCD Español,0,0,DRAW,1
2008-09,7,UD Almería,0,1,LOST,0
2008-09,7,Athletic Club Bilbao,0,1,LOST,0
2008-09,7,Real Betis,3,0,WIN,3
2008-09,7,Málaga CF,2,1,WIN,3
2008-09,7,Real Racing Santander,0,0,DRAW,1
2008-09,7,Sporting Gijón,2,1,WIN,3
2008-09,7,Valencia CF,4,0,WIN,3
2008-09,7,Real Valladolid CF,1,1,DRAW,1
2008-09,8,FC Barcelona,5,0,WIN,3
